laga_id,game,durasi
S10R032,3,14:01
S10R033,1,11:50
S10R033,2,23:05
S10R034,1,16:49
S10R034,2,11:42
S10R035,1,16:13
S10R035,2,14:31
S10R035,3,13:54
S10R036,1,13:00
S10R036,2,17:33
S10R036,3,11:21
S10R037,1,17:01
S10R037,2,13:41
S10R038,1,17:56
S10R038,2,19:56
S10R039,1,19:04
S10R039,2,14:37
S10R040,1,11:55
S10R040,2,16:31
S10R041,1,19:12
S10R041,2,13:56
S10R041,3,13:58
S10R042,1,13:12
S10R042,2,15:34
S10R043,1,13:11
S10R043,2,13:43
S10R044,1,16:02
S10R044,2,13:23
S10R044,3,23:28
S10R045,1,16:32
S10R045,2,15:38
S10R045,3,17:01
S10R046,1,21:34
S10R046,2,16:09
S10R046,3,14:41
S10R047,1,14:32
S10R047,2,13:52
S10R047,3,14:38
S10R048,1,17:59
S10R048,2,16:53
S10R049,1,20:28
S10R049,2,17:18
S10R049,3,16:13
S10R050,1,16:05
S10R050,2,18:58
S10R051,1,24:35
S10R051,2,13:53
S10R052,1,18:24
S10R052,2,16:52
S10R052,3,14:11
S10R053,1,17:27
S10R053,2,13:47
S10R053,3,15:10
S10R054,1,27:38
S10R054,2,14:55
S10R055,1,12:06
S10R055,2,13:14
S10R055,3,11:25
S10R056,1,16:05
S10R056,2,19:19
S10R056,3,17:47
S11P001,1,13:51
S11P001,2,17:54
S11P001,3,14:19
S11P001,4,14:01
S11P001,5,21:56
S11P002,1,17:26
S11P002,2,20:50
S11P002,3,16:44
S11P002,4,17:05
S11P002,5,24:01
S11P003,1,20:43
S11P003,2,15:44
S11P003,3,10:57
S11P003,4,23:12
S11P004,1,17:59
S11P004,2,17:17
S11P004,3,17:48
S11P005,1,32:11
S11P005,2,22:58
S11P005,3,16:18
S11P005,4,26:37
S11P005,5,29:22
S11P006,1,22:12
S11P006,2,12:54
S11P006,3,16:18
S11P007,1,14:54
S11P007,2,12:41
S11P007,3,19:38
S11P007,4,22:43
S11P007,5,15:11
S11P008,1,12:40
S11P008,2,14:47
S11P008,3,13:52
S11P008,4,15:17
S11R001,1,10:53
S11R001,2,14:49
S11R001,3,16:10
S11R002,1,18:34
S11R002,2,19:48
S11R003,1,16:40
S11R003,2,22:05
S11R003,3,16:49
S11R004,1,14:04
S11R004,2,28:36
S11R005,1,15:35
S11R005,2,13:45
S11R006,1,15:44
S11R006,2,15:48
S11R007,1,27:26
S11R007,2,28:03
S11R008,1,14:11
S11R008,2,22:46
S11R009,1,28:11
S11R009,2,18:07
S11R009,3,15:34
S11R010,1,17:12
S11R010,2,25:29
S11R010,3,17:08
S11R011,1,18:10
S11R011,2,22:58
S11R012,1,14:18
S11R012,2,13:49
S11R013,1,15:08
S11R013,2,16:56
S11R014,1,15:08
S11R014,2,10:51
S11R014,3,17:14
S11R015,1,14:54
S11R015,2,14:24
S11R015,3,17:35
S11R016,1,18:26
S11R016,2,17:09
S11R017,1,15:54
S11R017,2,31:35
S11R017,3,20:42
S11R018,1,23:57
S11R018,2,23:06
S11R018,3,23:23
S11R019,1,15:37
S11R019,2,17:11
S11R020,1,21:38
S11R020,2,25:39
S11R020,3,17:17
S11R021,1,23:18
S11R021,2,30:50
S11R021,3,27:13
S11R022,1,16:35
S11R022,2,23:51
S11R022,3,14:41
S11R023,1,12:02
S11R023,2,16:33
S11R024,1,16:13
S11R024,2,15:56
S11R025,1,14:39
S11R025,2,18:27
S11R025,3,26:11
S11R026,1,14:53
S11R026,2,11:20
S11R027,1,22:53
S11R027,2,10:53
S11R028,1,26:39
S11R028,2,15:39
S11R028,3,17:18
S11R029,1,22:16
S11R029,2,14:12
S11R030,1,14:11
S11R030,2,14:53
S11R031,1,17:38
S11R031,2,14:12
S11R031,3,19:10
S11R032,1,15:07
S11R032,2,18:29
S11R032,3,17:41
S11R033,1,24:42
S11R033,2,11:18
S11R034,1,13:38
S11R034,2,24:26
S11R035,1,25:13
S11R035,2,14:04
S11R035,3,14:27
S11R036,1,27:40
S11R036,2,14:35
S11R036,3,19:27
S11R037,1,19:47
S11R037,2,14:28
S11R038,1,11:48
S11R038,2,26:13
S11R039,1,26:30
S11R039,2,15:16
S11R039,3,13:57
S11R040,1,23:04
S11R040,2,14:04
S11R040,3,21:12
S11R041,1,14:03
S11R041,2,14:46
S11R042,1,19:12
S11R042,2,13:48
S11R042,3,15:44
S11R043,1,20:54
S11R043,2,17:11
S11R043,3,10:34
S11R044,1,13:34
S11R044,2,25:11
S11R044,3,18:57
S11R045,1,32:42
S11R045,2,13:52
S11R045,3,13:52
S11R046,1,23:27
S11R046,2,13:46
S11R046,3,18:05
S11R047,1,18:34
S11R047,2,28:34
S11R048,1,13:06
S11R048,2,12:40
S11R049,1,20:27
S11R049,2,21:07
S11R049,3,17:20
S11R050,1,13:44
S11R050,2,14:30
S11R051,1,13:35
S11R051,2,19:13
S11R051,3,17:33
S11R052,1,18:24
S11R052,2,14:27
S11R052,3,15:32
S11R053,1,15:33
S11R053,2,14:20
S11R054,1,20:22
S11R054,2,24:35
S11R054,3,14:56
S11R055,1,12:20
S11R055,2,17:20
S11R056,1,16:53
S11R056,2,14:40
S12P001,1,18:19
S12P001,2,15:41
S12P001,3,18:20
S12P001,4,16:39
S12P002,1,16:48
S12P002,2,43:12
S12P002,3,17:33
S12P003,1,15:12
S12P003,2,22:35
S12P003,3,13:12
S12P003,4,12:37
S12P003,5,25:52
S12P004,1,18:41
S12P004,2,11:26
S12P004,3,20:16
S12P004,4,21:42
S12P004,5,17:53
S12P005,1,19:04
S12P005,2,19:01
S12P005,3,14:14
S12P006,1,21:58
S12P006,2,16:12
S12P006,3,27:20
S12P006,4,31:14
S12P006,5,15:18
S12P007,1,17:06
S12P007,2,15:06
S12P007,3,21:08
S12P007,4,20:37
S12P007,5,13:26
S12P008,1,14:57
S12P008,2,19:09
S12P008,3,21:33
S12P008,4,13:52
S12P008,5,23:08
S12P008,6,16:49
S12R001,1,15:04
S12R001,2,12:51
S12R001,3,28:07
S12R002,1,21:16
S12R002,2,14:37
S12R002,3,18:01
S12R003,1,18:53
S12R003,2,22:56
S12R003,3,11:03
S12R004,1,13:58
S12R004,2,24:25
S12R005,1,12:03
S12R005,2,14:14
S12R006,1,23:21
S12R006,2,21:10
S12R006,3,17:06
S12R007,1,14:28
S12R007,2,14:12
S12R007,3,23:36
S12R008,1,27:50
S12R008,2,24:33
S12R009,1,14:43
S12R009,2,26:59
S12R010,1,13:41
S12R010,2,13:44
S12R011,1,14:01
S12R011,2,21:00
S12R012,1,16:39
S12R012,2,19:21
S12R012,3,22:56
S12R013,1,11:13
S12R013,2,16:13
S12R014,1,14:09
S12R014,2,17:05
S12R015,1,21:57
S12R015,2,19:57
S12R016,1,19:17
S12R016,2,31:59
S12R016,3,20:20
S12R017,1,19:45
S12R017,2,17:06
S12R018,1,14:57
S12R018,2,26:04
S12R019,1,26:18
S12R019,2,14:43
S12R020,1,29:26
S12R020,2,12:59
S12R021,1,21:47
S12R021,2,15:07
S12R022,1,22:28
S12R022,2,14:41
S12R023,1,23:27
S12R023,2,21:16
S12R024,1,17:56
S12R024,2,17:43
S12R024,3,22:09
S12R025,1,15:36
S12R025,2,18:32
S12R026,1,21:18
S12R026,2,14:33
S12R026,3,14:58
S12R027,1,33:28
S12R027,2,15:33
S12R027,3,13:14
S12R028,1,21:51
S12R028,2,14:26
S12R029,1,15:21
S12R029,2,14:55
S12R030,1,11:33
S12R030,2,23:01
S12R031,1,11:08
S12R031,2,14:18
S12R032,1,21:57
S12R032,2,12:40
S12R032,3,18:14
S12R033,1,11:57
S12R033,2,22:02
S12R034,1,26:57
S12R034,2,16:00
S12R035,1,15:29
S12R035,2,26:04
S12R036,1,15:29
S12R036,2,17:18
S12R037,1,13:21
S12R037,2,16:27
S12R038,1,17:57
S12R038,2,13:02
S12R038,3,16:17
S12R039,1,15:22
S12R039,2,12:55
S12R040,1,22:12
S12R040,2,18:25
S12R040,3,22:13
S12R041,1,25:12
S12R041,2,22:41
S12R042,1,19:00
S12R042,2,14:14
S12R042,3,29:35
S12R043,1,16:41
S12R043,2,17:18
S12R043,3,21:11
S12R044,1,15:59
S12R044,2,20:53
S12R045,1,26:05
S12R045,2,21:07
S12R046,1,31:14
S12R046,2,15:37
S12R046,3,17:27
S12R047,1,13:53
S12R047,2,21:53
S12R047,3,14:21
S12R048,1,16:50
S12R048,2,18:40
S12R049,1,17:37
S12R049,2,16:34
S12R049,3,14:37
S12R050,1,17:29
S12R050,2,10:37
S12R050,3,15:03
S12R051,1,15:21
S12R051,2,25:02
S12R052,1,11:28
S12R052,2,17:08
S12R053,1,18:03
S12R053,2,16:50
S12R053,3,14:57
S12R054,1,27:14
S12R054,2,13:57
S12R054,3,14:37
S12R055,1,13:52
S12R055,2,13:56
S12R056,1,12:34
S12R056,2,12:38
S12R056,3,17:33
S12R057,1,21:40
S12R057,2,19:42
S12R058,1,13:54
S12R058,2,11:07
S12R059,1,18:39
S12R059,2,27:21
S12R060,1,21:04
S12R060,2,20:46
S12R060,3,14:09
S12R061,1,17:39
S12R061,2,13:31
S12R062,1,11:59
S12R062,2,17:08
S12R063,1,11:00
S12R063,2,12:38
S12R064,1,10:57
S12R064,2,20:27
S12R065,1,19:31
S12R065,2,28:37
S12R066,1,15:09
S12R066,2,16:05
S12R066,3,18:21
S12R067,1,37:24
S12R067,2,13:53
S12R068,1,13:51
S12R068,2,15:09
S12R068,3,17:09
S12R069,1,11:09
S12R069,2,14:05
S12R069,3,22:15
S12R070,1,18:59
S12R070,2,13:51
S12R070,3,13:55
S12R071,1,13:57
S12R071,2,11:15
S12R072,1,20:52
S12R072,2,22:55
S12R072,3,11:35
S13P001,1,10:55
S13P001,2,15:34
S13P001,3,18:22
S13P001,4,20:07
S13P001,5,23:22
S13P002,1,32:24
S13P002,2,15:32
S13P002,3,12:02
S13P003,1,17:41
S13P003,2,20:42
S13P003,3,14:50
S13P003,4,19:58
S13P003,5,16:34
S13P004,1,14:51
S13P004,2,14:52
S13P004,3,15:26
S13P004,4,12:54
S13P005,1,16:41
S13P005,2,16:51
S13P005,3,27:04
S13P006,1,14:20
S13P006,2,13:36
S13P006,3,10:23
S13P007,1,18:55
S13P007,2,14:50
S13P007,3,18:12
S13P007,4,20:24
S13P007,5,31:30
S13P008,1,16:29
S13P008,2,20:12
S13P008,3,23:07
S13P008,4,16:27
S13P008,5,21:55
S13P008,6,15:38
S13R001,1,14:20
S13R001,2,17:40
S13R002,1,17:36
S13R002,2,20:20
S13R003,1,17:45
S13R003,2,16:10
S13R004,1,26:37
S13R004,2,16:26
S13R004,3,26:14
S13R005,1,17:24
S13R005,2,21:55
S13R006,1,18:37
S13R006,2,18:43
S13R007,1,28:38
S13R007,2,15:51
S13R007,3,16:08
S13R008,1,20:55
S13R008,2,11:55
S13R009,1,11:28
S13R009,2,25:39
S13R010,1,17:25
S13R010,2,15:09
S13R011,1,18:24
S13R011,2,14:58
S13R011,3,13:52
S13R012,1,13:23
S13R012,2,22:29
S13R013,1,27:44
S13R013,2,16:12
S13R013,3,26:45
S13R014,1,16:22
S13R014,2,21:32
S13R014,3,15:41
S13R015,1,27:41
S13R015,2,17:20
S13R016,1,12:09
S13R016,2,21:47
S13R017,1,19:08
S13R017,2,17:37
S13R017,3,25:59
S13R018,1,16:10
S13R018,2,17:11
S13R018,3,14:49
S13R019,1,13:59
S13R019,2,14:41
S13R019,3,11:33
S13R020,1,16:24
S13R020,2,13:53
S13R020,3,17:30
S13R021,1,19:52
S13R021,2,17:58
S13R021,3,15:09
S13R022,1,14:38
S13R022,2,14:23
S13R022,3,12:41
S13R023,1,15:43
S13R023,2,21:29
S13R023,3,13:13
S13R024,1,16:19
S13R024,2,17:18
S13R024,3,13:52
S13R025,1,14:08
S13R025,2,16:03
S13R025,3,16:43
S13R026,1,11:28
S13R026,2,26:08
S13R027,1,13:18
S13R027,2,17:49
S13R028,1,14:57
S13R028,2,30:14
S13R029,1,24:39
S13R029,2,17:17
S13R030,1,19:14
S13R030,2,20:14
S13R030,3,14:12
S13R031,1,15:12
S13R031,2,23:15
S13R031,3,15:20
S13R032,1,14:03
S13R032,2,15:47
S13R033,1,13:03
S13R033,2,14:42
S13R033,3,14:35
S13R034,1,37:01
S13R034,2,15:03
S13R035,1,14:57
S13R035,2,23:43
S13R035,3,11:30
S13R036,1,20:27
S13R036,2,23:06
S13R036,3,16:23
S13R037,1,23:18
S13R037,2,11:56
S13R037,3,17:24
S13R038,1,28:14
S13R038,2,16:10
S13R038,3,22:03
S13R039,1,17:41
S13R039,2,15:24
S13R039,3,14:52
S13R040,1,20:59
S13R040,2,22:44
S13R041,1,13:00
S13R041,2,10:52
S13R042,1,13:41
S13R042,2,14:01
S13R042,3,21:49
S13R043,1,19:10
S13R043,2,20:04
S13R043,3,14:00
S13R044,1,14:51
S13R044,2,13:44
S13R044,3,15:11
S13R045,1,24:28
S13R045,2,14:57
S13R045,3,16:53
S13R046,1,15:39
S13R046,2,16:58
S13R046,3,17:33
S13R047,1,14:11
S13R047,2,11:38
S13R048,1,17:33
S13R048,2,20:27
S13R049,1,17:04
S13R049,2,11:43
S13R050,1,11:25
S13R050,2,15:06
S13R051,1,13:26
S13R051,2,16:05
S13R051,3,30:42
S13R052,1,14:04
S13R052,2,22:52
S13R052,3,22:21
S13R053,1,13:14
S13R053,2,13:56
S13R054,1,17:28
S13R054,2,24:24
S13R054,3,26:23
S13R055,1,14:18
S13R055,2,16:55
S13R056,1,11:04
S13R056,2,13:10
S13R057,1,13:16
S13R057,2,19:21
S13R057,3,16:28
S13R058,1,11:54
S13R058,2,14:52
S13R059,1,15:02
S13R059,2,14:56
S13R060,1,14:47
S13R060,2,13:50
S13R060,3,17:14
S13R061,1,16:24
S13R061,2,22:08
S13R062,1,22:57
S13R062,2,12:31
S13R063,1,14:18
S13R063,2,20:14
S13R063,3,15:19
S13R064,1,14:27
S13R064,2,13:40
S13R065,1,12:57
S13R065,2,17:35
S13R065,3,13:15
S13R066,1,20:34
S13R066,2,18:09
S13R067,1,15:17
S13R067,2,16:46
S13R067,3,28:47
S13R068,1,11:54
S13R068,2,10:43
S13R068,3,14:11
S13R069,1,11:47
S13R069,2,12:32
S13R070,1,15:09
S13R070,2,11:40
S13R071,1,14:42
S13R071,2,16:25
S13R071,3,23:21
S13R072,1,12:43
S13R072,2,14:26
S13R072,3,14:16
S14P001,1,16:03
S14P001,2,13:59
S14P001,3,20:31
S14P002,1,20:52
S14P002,2,18:27
S14P002,3,28:21
S14P002,4,10:37
S14P002,5,41:43
S14P003,1,13:55
S14P003,2,14:49
S14P003,3,10:05
S14P003,4,20:26
S14P003,5,22:43
S14P004,1,11:26
S14P004,2,17:01
S14P004,3,21:31
S14P004,4,14:33
S14P005,1,23:54
S14P005,2,13:24
S14P005,3,12:20
S14P006,1,13:58
S14P006,2,13:35
S14P006,3,15:07
S14P006,4,13:46
S14P006,5,11:11
S14P007,1,15:17
S14P007,2,13:28
S14P007,3,17:14
S14P008,1,13:23
S14P008,2,13:58
S14P008,3,15:40
S14P008,4,13:24
S14P008,5,14:35
S14P008,6,19:12
S14P008,7,14:43
S14R001,1,22:02
S14R001,2,17:15
S14R002,1,13:26
S14R002,2,16:41
S14R002,3,23:11
S14R003,1,16:07
S14R003,2,23:06
S14R004,1,14:11
S14R004,2,18:05
S14R005,1,11:44
S14R005,2,18:23
S14R005,3,14:49
S14R006,1,14:08
S14R006,2,14:03
S14R006,3,10:13
S14R007,1,13:23
S14R007,2,21:42
S14R007,3,11:37
S14R008,1,19:42
S14R008,2,19:24
S14R009,1,14:20
S14R009,2,18:46
S14R010,1,17:35
S14R010,2,32:33
S14R010,3,15:54
S14R011,1,15:42
S14R011,2,16:37
S14R012,1,16:24
S14R012,2,22:57
S14R013,1,15:48
S14R013,2,25:58
S14R013,3,23:05
S14R014,1,10:50
S14R014,2,10:43
S14R015,1,14:11
S14R015,2,15:15
S14R016,1,11:29
S14R016,2,15:14
S14R017,1,25:01
S14R017,2,18:35
S14R017,3,22:01
S14R018,1,16:33
S14R018,2,20:18
S14R019,1,18:32
S14R019,2,13:45
S14R019,3,17:23
S14R020,1,10:24
S14R020,2,14:09
S14R020,3,17:16
S14R021,1,22:54
S14R021,2,15:25
S14R022,1,17:25
S14R022,2,15:26
S14R022,3,14:52
S14R023,1,18:53
S14R023,2,10:57
S14R024,1,13:25
S14R024,2,11:35
S14R024,3,14:02
S14R025,1,24:46
S14R025,2,12:35
S14R025,3,15:52
S14R026,1,10:02
S14R026,2,14:38
S14R026,3,11:07
S14R027,1,17:06
S14R027,2,23:55
S14R027,3,12:55
S14R028,1,15:38
S14R028,2,18:38
S14R028,3,11:45
S14R029,1,10:35
S14R029,2,21:34
S14R029,3,10:42
S14R030,1,12:28
S14R030,2,20:16
S14R031,1,11:55
S14R031,2,15:19
S14R031,3,13:38
S14R032,1,14:47
S14R032,2,13:41
S14R033,1,15:37
S14R033,2,17:07
S14R034,1,17:22
S14R034,2,15:10
S14R035,1,20:57
S14R035,2,09:45
S14R035,3,26:09
S14R036,1,10:40
S14R036,2,20:02
S14R037,1,12:58
S14R037,2,13:54
S14R038,1,17:21
S14R038,2,25:38
S14R039,1,12:22
S14R039,2,16:22
S14R040,1,12:07
S14R040,2,14:02
S14R040,3,14:04
S14R041,1,11:29
S14R041,2,14:32
S14R041,3,14:04
S14R042,1,14:33
S14R042,2,11:21
S14R042,3,10:25
S14R043,1,13:29
S14R043,2,19:01
S14R044,1,14:48
S14R044,2,13:38
S14R044,3,12:21
S14R045,1,25:42
S14R045,2,13:27
S14R046,1,13:18
S14R046,2,15:07
S14R047,1,23:51
S14R047,2,11:54
S14R048,1,22:08
S14R048,2,13:47
S14R048,3,11:38
S14R049,1,13:39
S14R049,2,13:31
S14R050,1,18:53
S14R050,2,17:05
S14R051,1,15:32
S14R051,2,10:25
S14R052,1,16:05
S14R052,2,17:23
S14R052,3,17:20
S14R053,1,17:52
S14R053,2,12:40
S14R054,1,11:01
S14R054,2,11:03
S14R055,1,17:50
S14R055,2,14:22
S14R056,1,17:29
S14R056,2,14:20
S14R056,3,16:35
S14R057,1,13:32
S14R057,2,18:06
S14R058,1,13:20
S14R058,2,12:07
S14R059,1,22:28
S14R059,2,26:02
S14R059,3,13:54
S14R060,1,21:03
S14R060,2,18:24
S14R061,1,21:07
S14R061,2,19:48
S14R061,3,13:30
S14R062,1,13:08
S14R062,2,11:02
S14R062,3,14:06
S14R063,1,15:15
S14R063,2,28:07
S14R064,1,14:43
S14R064,2,16:39
S14R064,3,16:55
S14R065,1,13:46
S14R065,2,18:21
S14R066,1,17:23
S14R066,2,18:38
S14R066,3,25:47
S14R067,1,17:55
S14R067,2,24:20
S14R067,3,22:35
S14R068,1,16:18
S14R068,2,13:31
S14R068,3,27:53
S14R069,1,11:23
S14R069,2,18:01
S14R070,1,13:45
S14R070,2,21:04
S14R070,3,13:32
S14R071,1,13:17
S14R071,2,19:58
S14R072,1,15:38
S14R072,2,15:09
S15P001,1,12:17
S15P001,2,14:46
S15P001,3,14:01
S15P001,4,15:08
S15P002,1,11:34
S15P002,2,15:23
S15P002,3,15:07
S15P002,4,16:36
S15P002,5,12:50
S15P003,1,20:08
S15P003,2,15:12
S15P003,3,14:32
S15P003,4,14:40
S15P004,1,21:11
S15P004,2,16:36
S15P004,3,13:35
S15P004,4,19:38
S15P005,1,11:55
S15P005,2,13:54
S15P005,3,12:52
S15P006,1,19:53
S15P006,2,16:15
S15P006,3,18:09
S15P006,4,14:57
S15P007,1,16:51
S15P007,2,21:05
S15P007,3,15:34
S15P007,4,13:05
S15P007,5,10:58
S15P008,1,16:42
S15P008,2,14:41
S15P008,3,10:53
S15P008,4,15:49
S15P008,5,14:25
S15P008,6,19:41
S15P008,7,13:55
S15R001,1,13:13
S15R001,2,12:20
S15R002,1,11:22
S15R002,2,14:57
S15R002,3,11:44
S15R003,1,11:48
S15R003,2,18:27
S15R004,1,17:10
S15R004,2,18:18
S15R005,1,25:24
S15R005,2,23:58
S15R006,1,14:07
S15R006,2,15:06
S15R006,3,25:55
S15R007,1,14:51
S15R007,2,24:06
S15R007,3,13:31
S15R008,1,11:52
S15R008,2,24:40
S15R008,3,18:42
S15R009,1,13:36
S15R009,2,14:14
S15R009,3,18:24
S15R010,1,14:58
S15R010,2,15:08
S15R011,1,19:43
S15R011,2,22:05
S15R011,3,14:12
S15R012,1,11:03
S15R012,2,09:38
S15R013,1,16:35
S15R013,2,14:03
S15R013,3,18:09
S15R014,1,22:34
S15R014,2,12:05
S15R015,1,15:34
S15R015,2,14:54
S15R016,1,15:59
S15R016,2,13:11
S15R017,1,18:35
S15R017,2,13:41
S15R017,3,14:38
S15R018,1,18:26
S15R018,2,16:12
S15R019,1,11:44
S15R019,2,22:08
S15R019,3,13:03
S15R020,1,11:01
S15R020,2,28:28
S15R021,1,14:27
S15R021,2,14:27
S15R021,3,12:24
S15R022,1,17:07
S15R022,2,15:36
S15R022,3,14:38
S15R023,1,17:35
S15R023,2,21:18
S15R023,3,13:51
S15R024,1,14:36
S15R024,2,18:56
S15R024,3,10:07
S15R025,1,10:35
S15R025,2,13:49
S15R025,3,11:03
S15R026,1,19:16
S15R026,2,19:24
S15R026,3,16:25
S15R027,1,14:47
S15R027,2,11:06
S15R027,3,18:51
S15R028,1,11:40
S15R028,2,10:47
S15R028,3,22:50
S15R029,1,11:49
S15R029,2,11:37
S15R029,3,13:56
S15R030,1,17:56
S15R030,2,14:20
S15R030,3,13:28
S15R031,1,24:34
S15R031,2,16:32
S15R032,1,12:19
S15R032,2,15:03
S15R032,3,14:38
S15R033,1,13:39
S15R033,2,10:58
S15R034,1,13:34
S15R034,2,17:12
S15R035,1,10:36
S15R035,2,18:28
S15R036,1,21:08
S15R036,2,25:50
S15R036,3,12:54
S15R037,1,22:43
S15R037,2,16:19
S15R037,3,21:25
S15R038,1,14:55
S15R038,2,12:09
S15R038,3,10:57
S15R039,1,19:47
S15R039,2,11:08
S15R039,3,18:12
S15R040,1,11:37
S15R040,2,18:25
S15R040,3,17:15
S15R041,1,10:29
S15R041,2,22:43
S15R042,1,14:39
S15R042,2,14:13
S15R043,1,12:27
S15R043,2,18:26
S15R044,1,14:08
S15R044,2,14:03
S15R045,1,15:41
S15R045,2,15:50
S15R045,3,13:37
S15R046,1,21:45
S15R046,2,15:37
S15R047,1,13:54
S15R047,2,20:35
S15R047,3,17:58
S15R048,1,12:19
S15R048,2,15:32
S15R048,3,17:09
S15R049,1,14:36
S15R049,2,12:48
S15R050,1,18:11
S15R050,2,19:59
S15R050,3,13:51
S15R051,1,14:24
S15R051,2,13:17
S15R052,1,16:55
S15R052,2,16:35
S15R053,1,11:40
S15R053,2,16:15
S15R054,1,14:06
S15R054,2,17:17
S15R054,3,11:06
S15R055,1,13:47
S15R055,2,20:37
S15R056,1,20:03
S15R056,2,14:18
S15R056,3,20:53
S15R057,1,16:30
S15R057,2,23:37
S15R058,1,16:32
S15R058,2,14:50
S15R059,1,16:41
S15R059,2,15:42
S15R059,3,14:10
S15R060,1,13:07
S15R060,2,13:53
S15R060,3,19:05
S15R061,1,15:34
S15R061,2,19:48
S15R061,3,23:26
S15R062,1,15:04
S15R062,2,25:00
S15R063,1,14:52
S15R063,2,17:38
S15R064,1,13:54
S15R064,2,13:18
S15R065,1,15:08
S15R065,2,10:54
S15R065,3,20:40
S15R066,1,14:35
S15R066,2,11:47
S15R066,3,16:20
S15R067,1,14:48
S15R067,2,18:33
S15R067,3,28:32
S15R068,1,14:02
S15R068,2,17:36
S15R069,1,12:38
S15R069,2,11:09
S15R070,1,13:19
S15R070,2,10:47
S15R071,1,19:55
S15R071,2,20:01
S15R072,1,14:41
S15R072,2,13:03
S16P001,1,15:34
S16P001,2,16:05
S16P001,3,19:34
S16P001,4,11:00
S16P002,1,15:47
S16P002,2,14:45
S16P002,3,21:25
S16P002,4,14:08
S16P002,5,17:06
S16P003,1,12:52
S16P003,2,15:44
S16P003,3,15:00
S16P003,4,15:12
S16P004,1,20:27
S16P004,2,14:02
S16P004,3,14:33
S16P004,4,11:50
S16P004,5,10:51
S16P005,1,12:51
S16P005,2,17:58
S16P005,3,19:04
S16P006,1,11:30
S16P006,2,22:56
S16P006,3,21:51
S16P006,4,19:25
S16P006,5,11:37
S16P007,1,17:01
S16P007,2,12:26
S16P007,3,15:31
S16P007,4,15:54
S16P007,5,13:49
S16P007,6,14:17
S16P008,1,20:26
S16P008,2,16:08
S16P008,3,11:40
S16P008,4,13:52
S16P008,5,18:45
S16R001,1,11:44
S16R001,2,19:51
S16R002,1,12:37
S16R002,2,18:06
S16R003,1,15:06
S16R003,2,21:03
S16R003,3,14:24
S16R004,1,11:40
S16R004,2,18:12
S16R005,1,12:30
S16R005,2,10:41
S16R005,3,18:15
S16R006,1,15:22
S16R006,2,12:51
S16R006,3,15:08
S16R007,1,13:40
S16R007,2,16:49
S16R008,1,21:38
S16R008,2,11:03
S16R009,1,29:31
S16R009,2,13:22
S16R010,1,14:42
S16R010,2,20:26
S16R011,1,18:35
S16R011,2,18:59
S16R012,1,14:09
S16R012,2,13:10
S16R012,3,13:49
S16R013,1,15:03
S16R013,2,14:04
S16R013,3,27:15
S16R014,1,11:28
S16R014,2,20:10
S16R015,1,20:25
