season,award,kategori,week,pemain_id,kode_tim,hadiah
11,Team of the Week #5,team_of_week,5.0,Branz,EVOS,
11,Team of the Week #5,team_of_week,5.0,Baloyskie,GEEK,
11,Team of the Week #4,team_of_week,4.0,Luke,GEEK,
11,Team of the Week #4,team_of_week,4.0,Celiboy,AE,
11,Team of the Week #4,team_of_week,4.0,S_A_N_Z,ONIC,
11,Team of the Week #4,team_of_week,4.0,Nino,AE,
11,Team of the Week #4,team_of_week,4.0,Kyy,BTR,
11,Team of the Week #3,team_of_week,3.0,Butss,ONIC,
11,Team of the Week #3,team_of_week,3.0,Alberttt,RRQ,
11,Team of the Week #3,team_of_week,3.0,S_A_N_Z,ONIC,
11,Team of the Week #3,team_of_week,3.0,Skylar,RRQ,
11,Team of the Week #3,team_of_week,3.0,Kyy,BTR,
11,Team of the Week #2,team_of_week,2.0,Lemon,RRQ,
11,Team of the Week #2,team_of_week,2.0,Kairi,ONIC,
11,Team of the Week #2,team_of_week,2.0,Moreno,BTR,
11,Team of the Week #2,team_of_week,2.0,CW,ONIC,
11,Team of the Week #2,team_of_week,2.0,Kiboy,ONIC,
11,Team of the Week #1,team_of_week,1.0,Saykots,EVOS,
11,Team of the Week #1,team_of_week,1.0,Tazz,EVOS,
11,Team of the Week #1,team_of_week,1.0,Hijumee,EVOS,
11,Team of the Week #1,team_of_week,1.0,Branz,EVOS,
11,Team of the Week #1,team_of_week,1.0,Dreams,EVOS,
11,Regular Season MVP,musim,,S_A_N_Z,ONIC,"$1,000"
11,Finals MVP,musim,,S_A_N_Z,ONIC,"$2,000"
11,Rising Star,musim,,Super_Kenn,BTR,$500
11,Most Improved Player,musim,,Caderaa,GEEK,$500
11,First Team Winner,musim,,Lemon,RRQ,$500
11,First Team Winner,musim,,Kairi,ONIC,
11,First Team Winner,musim,,S_A_N_Z,ONIC,
11,First Team Winner,musim,,Branz,EVOS,
11,First Team Winner,musim,,Baloyskie,GEEK,
11,Best Coach,musim,,Yeb,ONIC,
11,Best Talent ID,musim,,Mongstar,,
11,Best Talent EN,musim,,Aeterna,,
12,Finals MVP,musim,,Kiboy,ONIC,"$2,000"
12,Regular Season MVP,musim,,Kairi,ONIC,"$1,000"
12,Rookie Of The Season,musim,,Nnael,GEEK,
12,Rising Star,musim,,Nnael,GEEK,$500
12,Most Improved Player,musim,,Caderaa,GEEK,$500
12,First Team Winner,musim,,Butss,ONIC,$500
12,First Team Winner,musim,,Kairi,ONIC,
12,First Team Winner,musim,,S_A_N_Z,ONIC,
12,First Team Winner,musim,,Caderaa,GEEK,
12,First Team Winner,musim,,Kiboy,ONIC,
12,Best Coach,musim,,Yeb,ONIC,
12,Best Talent ID,musim,,Mongstar,,
12,Best Talent EN,musim,,Mirko,,
12,Week 1 MVP,weekly_mvp,1.0,Clayyy,RRQ,
12,Week 2 MVP,weekly_mvp,2.0,Naomi,RRQ,
12,Week 3 MVP,weekly_mvp,3.0,Kairi,ONIC,
12,Week 4 MVP,weekly_mvp,4.0,Rasy,AE,
12,Week 5 MVP,weekly_mvp,5.0,Caderaa,GEEK,
12,Week 6 MVP,weekly_mvp,6.0,Karss,RBL,
12,Week 7 MVP,weekly_mvp,7.0,Watt,DEWA,
12,Week 8 MVP,weekly_mvp,8.0,Alberttt,ONIC,
12,Week 2 Best Rookie,weekly_rookie,2.0,AudyTzy,RBL,
12,Week 3 Best Rookie,weekly_rookie,3.0,Aran,AURA,
12,Week 4 Best Rookie,weekly_rookie,4.0,AudyTzy,RBL,
12,Week 5 Best Rookie,weekly_rookie,5.0,Nnael,GEEK,
12,Week 6 Best Rookie,weekly_rookie,6.0,AudyTzy,RBL,
12,Week 7 Best Rookie,weekly_rookie,7.0,AudyTzy,RBL,
12,Week 8 Best Rookie,weekly_rookie,8.0,Nnael,GEEK,
12,Team of The Week #8,team_of_week,8.0,Dyrennn,RRQ,
12,Team of The Week #8,team_of_week,8.0,Kairi,ONIC,
12,Team of The Week #8,team_of_week,8.0,S_A_N_Z,ONIC,
12,Team of The Week #8,team_of_week,8.0,Alberttt,ONIC,
12,Team of The Week #8,team_of_week,8.0,Baloyskie,GEEK,
12,Team of The Week #7,team_of_week,7.0,Butss,ONIC,
12,Team of The Week #7,team_of_week,7.0,Kairi,ONIC,
12,Team of The Week #7,team_of_week,7.0,S_A_N_Z,ONIC,
12,Team of The Week #7,team_of_week,7.0,CW,ONIC,
12,Team of The Week #7,team_of_week,7.0,Kiboy,ONIC,
12,Team of The Week #6,team_of_week,6.0,Karss,RBL,
12,Team of The Week #6,team_of_week,6.0,Kairi,ONIC,
12,Team of The Week #6,team_of_week,6.0,S_A_N_Z,ONIC,
12,Team of The Week #6,team_of_week,6.0,Watt,DEWA,
12,Team of The Week #6,team_of_week,6.0,AudyTzy,RBL,
12,Team of The Week #5,team_of_week,5.0,Banana,RRQ,
12,Team of The Week #5,team_of_week,5.0,Nnael,GEEK,
12,Team of The Week #5,team_of_week,5.0,A_B_O_Y,GEEK,
12,Team of The Week #5,team_of_week,5.0,Caderaa,GEEK,
12,Team of The Week #5,team_of_week,5.0,Naomi,RRQ,
12,Team of The Week #4,team_of_week,4.0,Pai,AE,
12,Team of The Week #4,team_of_week,4.0,Celiboy,AE,
12,Team of The Week #4,team_of_week,4.0,Udil,AE,
12,Team of The Week #4,team_of_week,4.0,Nino,AE,
12,Team of The Week #4,team_of_week,4.0,Rasy,AE,
12,Team of The Week #3,team_of_week,3.0,Aran,AURA,
12,Team of The Week #3,team_of_week,3.0,Kairi,ONIC,
12,Team of The Week #3,team_of_week,3.0,A_B_O_Y,GEEK,
12,Team of The Week #3,team_of_week,3.0,Caderaa,GEEK,
12,Team of The Week #3,team_of_week,3.0,Ivann,EVOS,
12,Team of The Week #2,team_of_week,2.0,Butss,ONIC,
12,Team of The Week #2,team_of_week,2.0,Tazz,EVOS,
12,Team of The Week #2,team_of_week,2.0,Clayyy,RRQ,
12,Team of The Week #2,team_of_week,2.0,Skylar,RRQ,
12,Team of The Week #2,team_of_week,2.0,Naomi,RRQ,
13,Finals MVP,musim,,CW,ONIC,"$1,720.24"
13,Regular Season MVP,musim,,EMANN,BTR,$921.56
13,Rookie Of The Season,musim,,Gugun,AURA,$368.62
13,Most Improved Player,musim,,Moreno,BTR,$368.62
13,First Team Winner,musim,,Fluffy,EVOS,$368.62
13,First Team Winner,musim,,Super_Kenn,BTR,
13,First Team Winner,musim,,S_A_N_Z,ONIC,
13,First Team Winner,musim,,EMANN,BTR,
13,First Team Winner,musim,,Kiboy,ONIC,
13,Best Coaching Team,musim,,Bigetron_Alpha,BTR,$184.31
13,Second Team Winner,musim,,Lutpiii,ONIC,$245.75
13,Second Team Winner,musim,,Kairi,ONIC,
13,Second Team Winner,musim,,Moreno,BTR,
13,Second Team Winner,musim,,Skylar,RRQ,
13,Second Team Winner,musim,,Kyy,BTR,
13,Dream Team,musim,,Lutpiii,ONIC,
13,Dream Team,musim,,Kairi,ONIC,
13,Dream Team,musim,,S_A_N_Z,ONIC,
13,Dream Team,musim,,Skylar,RRQ,
13,Dream Team,musim,,Kiboy,ONIC,
13,Best Talent ID,musim,,KB,,
13,Best Talent EN,musim,,Mirko,,
13,Week 1 MVP,weekly_mvp,1.0,EMANN,BTR,
13,Week 2 MVP,weekly_mvp,2.0,Cr1te,AE,
13,Week 3 MVP,weekly_mvp,3.0,Moreno,BTR,
13,Week 4 MVP,weekly_mvp,4.0,Super_Kenn,BTR,
13,Week 5 MVP,weekly_mvp,5.0,Gugun,AURA,
13,Week 6 MVP,weekly_mvp,6.0,Skylar,RRQ,
13,Week 7 MVP,weekly_mvp,7.0,Anavel,EVOS,
13,Week 8 MVP,weekly_mvp,8.0,Baloyskie,GEEK,
13,Week 9 MVP,weekly_mvp,9.0,Skylar,RRQ,
13,Week 1 Best Rookie,weekly_rookie,1.0,Gugun,AURA,
13,Week 2 Best Rookie,weekly_rookie,2.0,Gugun,AURA,
13,Week 3 Best Rookie,weekly_rookie,3.0,Hazle,GEEK,
13,Week 4 Best Rookie,weekly_rookie,4.0,Gugun,AURA,
13,Week 5 Best Rookie,weekly_rookie,5.0,Deee,RBL,
13,Week 6 Best Rookie,weekly_rookie,6.0,Donn,RRQ,
13,Week 7 Best Rookie,weekly_rookie,7.0,Lutpiii,ONIC,
13,Week 8 Best Rookie,weekly_rookie,8.0,Lutpiii,ONIC,
13,Week 9 Best Rookie,weekly_rookie,9.0,Anavel,EVOS,
13,Team of The Week #9,team_of_week,9.0,Luke,GEEK,
13,Team of The Week #9,team_of_week,9.0,Anavel,EVOS,
13,Team of The Week #9,team_of_week,9.0,Moreno,BTR,
13,Team of The Week #9,team_of_week,9.0,Skylar,RRQ,
13,Team of The Week #9,team_of_week,9.0,Kyy,BTR,
13,Team of The Week #8,team_of_week,8.0,Luke,GEEK,
13,Team of The Week #8,team_of_week,8.0,Super_Kenn,BTR,
13,Team of The Week #8,team_of_week,8.0,S_A_N_Z,ONIC,
13,Team of The Week #8,team_of_week,8.0,EMANN,BTR,
13,Team of The Week #8,team_of_week,8.0,Baloyskie,GEEK,
13,Team of The Week #7,team_of_week,7.0,Lutpiii,ONIC,
13,Team of The Week #7,team_of_week,7.0,Anavel,EVOS,
13,Team of The Week #7,team_of_week,7.0,S_A_N_Z,ONIC,
13,Team of The Week #7,team_of_week,7.0,CW,ONIC,
13,Team of The Week #7,team_of_week,7.0,Kyy,BTR,
13,Team of The Week #6,team_of_week,6.0,Donn,RRQ,
13,Team of The Week #6,team_of_week,6.0,Kairi,ONIC,
13,Team of The Week #6,team_of_week,6.0,S_A_N_Z,ONIC,
13,Team of The Week #6,team_of_week,6.0,Skylar,RRQ,
13,Team of The Week #6,team_of_week,6.0,Kyy,BTR,
13,Team of The Week #5,team_of_week,5.0,Karss,RBL,
13,Team of The Week #5,team_of_week,5.0,Gugun,AURA,
13,Team of The Week #5,team_of_week,5.0,Yehezkiel,AURA,
13,Team of The Week #5,team_of_week,5.0,Branz,EVOS,
13,Team of The Week #5,team_of_week,5.0,Dreams,EVOS,
13,Team of The Week #4,team_of_week,4.0,Aran,AURA,
13,Team of The Week #4,team_of_week,4.0,Gugun,AURA,
13,Team of The Week #4,team_of_week,4.0,S_A_N_Z,ONIC,
13,Team of The Week #4,team_of_week,4.0,Skylar,RRQ,
13,Team of The Week #4,team_of_week,4.0,Yawi,AURA,
13,Team of The Week #3,team_of_week,3.0,Karss,RBL,
13,Team of The Week #3,team_of_week,3.0,Super_Kenn,BTR,
13,Team of The Week #3,team_of_week,3.0,Moreno,BTR,
13,Team of The Week #3,team_of_week,3.0,Skylar,RRQ,
13,Team of The Week #3,team_of_week,3.0,Kyy,BTR,
13,Team of The Week #2,team_of_week,2.0,Xorizo,BTR,
13,Team of The Week #2,team_of_week,2.0,Kairi,ONIC,
13,Team of The Week #2,team_of_week,2.0,Cr1te,AE,
13,Team of The Week #2,team_of_week,2.0,EMANN,BTR,
13,Team of The Week #2,team_of_week,2.0,Kiboy,ONIC,
13,Team of The Week #1,team_of_week,1.0,Pai,AE,
13,Team of The Week #1,team_of_week,1.0,Tazz,AE,
13,Team of The Week #1,team_of_week,1.0,Moreno,BTR,
13,Team of The Week #1,team_of_week,1.0,EMANN,BTR,
13,Team of The Week #1,team_of_week,1.0,Drian,DEWA,
14,Finals MVP,musim,,Widy,TLID,"$1,784"
14,Regular Season MVP,musim,,Faviannn,TLID,$955.71
14,Rookie Of The Season,musim,,Faviannn,TLID,$382.28
14,Most Improved Player,musim,,Yehezkiel,TLID,$382.28
14,First Team Winner,musim,,Dyrennn,RRQ,$382.28
14,First Team Winner,musim,,Faviannn,TLID,
14,First Team Winner,musim,,Rinz,RRQ,
14,First Team Winner,musim,,Skylar,RRQ,
14,First Team Winner,musim,,Idok,RRQ,
14,Best Coaching Team,musim,,RRQ_Hoshi,RRQ,$191.14
14,Second Team Winner,musim,,Aran,TLID,$254.86
14,Second Team Winner,musim,,Sutsujin,RRQ,
14,Second Team Winner,musim,,Yehezkiel,TLID,
14,Second Team Winner,musim,,AeronnShikii,TLID,
14,Second Team Winner,musim,,Widy,TLID,
14,Dream Team,musim,,Dyrennn,RRQ,
14,Dream Team,musim,,Sutsujin,RRQ,
14,Dream Team,musim,,Rinz,RRQ,
14,Dream Team,musim,,Skylar,RRQ,
14,Dream Team,musim,,Idok,RRQ,
14,Week 1 MVP,weekly_mvp,1.0,Lutpiii,ONIC,
14,Week 2 MVP,weekly_mvp,2.0,Sutsujin,RRQ,
14,Week 3 MVP,weekly_mvp,3.0,A_B_O_Y,GEEK,
14,Week 4 MVP,weekly_mvp,4.0,Skylar,RRQ,
14,Week 5 MVP,weekly_mvp,5.0,Luke,BTR,
14,Week 6 MVP,weekly_mvp,6.0,Sutsujin,RRQ,
14,Week 7 MVP,weekly_mvp,7.0,Faviannn,TLID,
14,Week 8 MVP,weekly_mvp,8.0,Faviannn,TLID,
14,Week 9 MVP,weekly_mvp,9.0,Rezzz,ONIC,
14,Week 1 Best Rookie,weekly_rookie,1.0,Muezzaa,DEWA,
14,Week 2 Best Rookie,weekly_rookie,2.0,Faviannn,TLID,
14,Week 3 Best Rookie,weekly_rookie,3.0,Mas4Ko,GEEK,
14,Week 4 Best Rookie,weekly_rookie,4.0,Idok,RRQ,
14,Week 5 Best Rookie,weekly_rookie,5.0,Faviannn,TLID,
14,Week 6 Best Rookie,weekly_rookie,6.0,Faviannn,TLID,
14,Week 7 Best Rookie,weekly_rookie,7.0,Faviannn,TLID,
14,Week 8 Best Rookie,weekly_rookie,8.0,Faviannn,TLID,
14,Week 9 Best Rookie,weekly_rookie,9.0,Idok,RRQ,
14,Team of The Week #9,team_of_week,9.0,Rezzz,ONIC,
14,Team of The Week #9,team_of_week,9.0,Hazle,RRQ,
14,Team of The Week #9,team_of_week,9.0,S_A_N_Z,ONIC,
14,Team of The Week #9,team_of_week,9.0,EMANN,BTR,
14,Team of The Week #9,team_of_week,9.0,Idok,RRQ,
14,Team of The Week #8,team_of_week,8.0,Aran,TLID,
14,Team of The Week #8,team_of_week,8.0,Kairi,ONIC,
14,Team of The Week #8,team_of_week,8.0,S_A_N_Z,ONIC,
14,Team of The Week #8,team_of_week,8.0,CW,ONIC,
14,Team of The Week #8,team_of_week,8.0,Kiboy,ONIC,
14,Team of The Week #7,team_of_week,7.0,Aran,TLID,
14,Team of The Week #7,team_of_week,7.0,Faviannn,TLID,
14,Team of The Week #7,team_of_week,7.0,Yehezkiel,TLID,
14,Team of The Week #7,team_of_week,7.0,AeronnShikii,TLID,
14,Team of The Week #7,team_of_week,7.0,Widy,TLID,
14,Team of The Week #6,team_of_week,6.0,Dyrennn,RRQ,
14,Team of The Week #6,team_of_week,6.0,Sutsujin,RRQ,
14,Team of The Week #6,team_of_week,6.0,Yehezkiel,TLID,
14,Team of The Week #6,team_of_week,6.0,Skylar,RRQ,
14,Team of The Week #6,team_of_week,6.0,Idok,RRQ,
14,Team of The Week #5,team_of_week,5.0,Luke,BTR,
14,Team of The Week #5,team_of_week,5.0,Faviannn,TLID,
14,Team of The Week #5,team_of_week,5.0,A_B_O_Y,GEEK,
14,Team of The Week #5,team_of_week,5.0,Skylar,RRQ,
14,Team of The Week #5,team_of_week,5.0,Baloyskie,GEEK,
14,Team of The Week #4,team_of_week,4.0,Dyrennn,RRQ,
14,Team of The Week #4,team_of_week,4.0,Kairi,ONIC,
14,Team of The Week #4,team_of_week,4.0,S_A_N_Z,ONIC,
14,Team of The Week #4,team_of_week,4.0,Skylar,RRQ,
14,Team of The Week #4,team_of_week,4.0,Idok,RRQ,
14,Team of The Week #3,team_of_week,3.0,Dyrennn,RRQ,
14,Team of The Week #3,team_of_week,3.0,Vincentt,GEEK,
14,Team of The Week #3,team_of_week,3.0,A_B_O_Y,GEEK,
14,Team of The Week #3,team_of_week,3.0,Mas4Ko,GEEK,
14,Team of The Week #3,team_of_week,3.0,Baloyskie,GEEK,
14,Team of The Week #2,team_of_week,2.0,Luke,BTR,
14,Team of The Week #2,team_of_week,2.0,Sutsujin,RRQ,
14,Team of The Week #2,team_of_week,2.0,Moreno,BTR,
14,Team of The Week #2,team_of_week,2.0,EMANN,BTR,
14,Team of The Week #2,team_of_week,2.0,Idok,RRQ,
14,Team of The Week #1,team_of_week,1.0,Lutpiii,ONIC,
14,Team of The Week #1,team_of_week,1.0,Nnael,AE,
14,Team of The Week #1,team_of_week,1.0,Moreno,BTR,
14,Team of The Week #1,team_of_week,1.0,Watt,DEWA,
14,Team of The Week #1,team_of_week,1.0,Kiboy,ONIC,
15,Finals MVP,musim,,S_A_N_Z,ONIC,"$1,717.87"
15,Regular Season MVP,musim,,Idok,RRQ,$920.28
15,Rookie Of The Season,musim,,Maykids,GEEK,$368.11
15,Most Improved Player,musim,,Nino,AE,$368.11
15,First Team Winner,musim,,Dyrennn,RRQ,$368.11
15,First Team Winner,musim,,Kairi,ONIC,
15,First Team Winner,musim,,S_A_N_Z,ONIC,
15,First Team Winner,musim,,EMANN,BTR,
15,First Team Winner,musim,,Idok,RRQ,
15,Best Coaching Team,musim,,RRQ_Hoshi,RRQ,$184.06
15,Second Team Winner,musim,,Nino,AE,$245.41
15,Second Team Winner,musim,,Maykids,GEEK,
15,Second Team Winner,musim,,A_B_O_Y,GEEK,
15,Second Team Winner,musim,,Toyy,RRQ,
15,Second Team Winner,musim,,Baloyskie,GEEK,
15,Dream Team,musim,,Dyrennn,RRQ,$122.70
15,Dream Team,musim,,Sutsujin,RRQ,
15,Dream Team,musim,,Rinz,RRQ,
15,Dream Team,musim,,Toyy,RRQ,
15,Dream Team,musim,,Idok,RRQ,
15,Week 1 MVP,weekly_mvp,1.0,Alberttt,EVOS,
15,Week 2 MVP,weekly_mvp,2.0,Idok,RRQ,
15,Week 3 MVP,weekly_mvp,3.0,Idok,RRQ,
15,Week 4 MVP,weekly_mvp,4.0,Anavel,BTR,
15,Week 5 MVP,weekly_mvp,5.0,Moreno,BTR,
15,Week 6 MVP,weekly_mvp,6.0,Kairi,ONIC,
15,Week 7 MVP,weekly_mvp,7.0,Idok,RRQ,
15,Week 8 MVP,weekly_mvp,8.0,EMANN,BTR,
15,Week 9 MVP,weekly_mvp,9.0,S_A_N_Z,ONIC,
15,Week 1 Best Rookie,weekly_rookie,1.0,Toyy,RRQ,
15,Week 2 Best Rookie,weekly_rookie,2.0,Rinee,AE,
15,Week 3 Best Rookie,weekly_rookie,3.0,Toyy,RRQ,
15,Week 4 Best Rookie,weekly_rookie,4.0,Maybeee,DEWA,
15,Week 5 Best Rookie,weekly_rookie,5.0,Kyou,TLID,
15,Week 6 Best Rookie,weekly_rookie,6.0,Maykids,GEEK,
15,Week 7 Best Rookie,weekly_rookie,7.0,Toyy,RRQ,
15,Week 8 Best Rookie,weekly_rookie,8.0,Maykids,GEEK,
15,Week 9 Best Rookie,weekly_rookie,9.0,Savero,ONIC,
15,Team of The Week #9,team_of_week,9.0,Dyrennn,RRQ,
15,Team of The Week #9,team_of_week,9.0,Kairi,ONIC,
15,Team of The Week #9,team_of_week,9.0,S_A_N_Z,ONIC,
15,Team of The Week #9,team_of_week,9.0,Savero,ONIC,
15,Team of The Week #9,team_of_week,9.0,Widy,TLID,
15,Team of The Week #8,team_of_week,8.0,Dyrennn,RRQ,
15,Team of The Week #8,team_of_week,8.0,Maykids,GEEK,
15,Team of The Week #8,team_of_week,8.0,Moreno,BTR,
15,Team of The Week #8,team_of_week,8.0,EMANN,BTR,
15,Team of The Week #8,team_of_week,8.0,Baloyskie,GEEK,
15,Team of The Week #7,team_of_week,7.0,Aran,TLID,
15,Team of The Week #7,team_of_week,7.0,Rinee,AE,
15,Team of The Week #7,team_of_week,7.0,S_A_N_Z,ONIC,
15,Team of The Week #7,team_of_week,7.0,Toyy,RRQ,
15,Team of The Week #7,team_of_week,7.0,Idok,RRQ,
15,Team of The Week #6,team_of_week,6.0,Lutpiii,ONIC,
15,Team of The Week #6,team_of_week,6.0,Kairi,ONIC,
15,Team of The Week #6,team_of_week,6.0,S_A_N_Z,ONIC,
15,Team of The Week #6,team_of_week,6.0,Savero,ONIC,
15,Team of The Week #6,team_of_week,6.0,Baloyskie,GEEK,
15,Team of The Week #5,team_of_week,5.0,Aran,TLID,
15,Team of The Week #5,team_of_week,5.0,Sutsujin,RRQ,
15,Team of The Week #5,team_of_week,5.0,Moreno,BTR,
15,Team of The Week #5,team_of_week,5.0,Kyou,TLID,
15,Team of The Week #5,team_of_week,5.0,Finn,BTR,
15,Team of The Week #4,team_of_week,4.0,Luke,BTR,
15,Team of The Week #4,team_of_week,4.0,Anavel,BTR,
15,Team of The Week #4,team_of_week,4.0,Moreno,BTR,
15,Team of The Week #4,team_of_week,4.0,EMANN,BTR,
15,Team of The Week #4,team_of_week,4.0,Baloyskie,GEEK,
15,Team of The Week #3,team_of_week,3.0,Dyrennn,RRQ,
15,Team of The Week #3,team_of_week,3.0,Hazle,RRQ,
15,Team of The Week #3,team_of_week,3.0,Rinz,RRQ,
15,Team of The Week #3,team_of_week,3.0,Toyy,RRQ,
15,Team of The Week #3,team_of_week,3.0,Idok,RRQ,
15,Team of The Week #2,team_of_week,2.0,Nino,AE,
15,Team of The Week #2,team_of_week,2.0,Rinee,AE,
15,Team of The Week #2,team_of_week,2.0,Rinz,RRQ,
15,Team of The Week #2,team_of_week,2.0,Haiz,AE,
15,Team of The Week #2,team_of_week,2.0,Idok,RRQ,
15,Team of The Week #1,team_of_week,1.0,Nino,AE,
15,Team of The Week #1,team_of_week,1.0,Alberttt,EVOS,
15,Team of The Week #1,team_of_week,1.0,Natco,EVOS,
15,Team of The Week #1,team_of_week,1.0,Toyy,RRQ,
15,Team of The Week #1,team_of_week,1.0,Kyy,EVOS,
16,Finals MVP,musim,,Kairi,ONIC,"$1,682.94"
16,Regular Season MVP,musim,,S_A_N_Z,ONIC,$901.58
16,Rookie Of The Season,musim,,Shogun,BTR,$360.63
16,Most Improved Player,musim,,Octa,DEWA,$360.63
16,First Team Winner,musim,,Shogun,BTR,$360.63
16,First Team Winner,musim,,Kairi,ONIC,
16,First Team Winner,musim,,S_A_N_Z,ONIC,
16,First Team Winner,musim,,EMANN,BTR,
16,First Team Winner,musim,,Kiboy,ONIC,
16,Best Coaching Team,musim,,ONIC,ONIC,$180.32
16,Second Team Winner,musim,,Lutpiii,ONIC,$240.42
16,Second Team Winner,musim,,Nnael,BTR,
16,Second Team Winner,musim,,Moreno,BTR,
16,Second Team Winner,musim,,Skylar,ONIC,
16,Second Team Winner,musim,,Alekk,AE,
16,Dream Team,musim,,Lutpiii,ONIC,$120.21
16,Dream Team,musim,,Kairi,ONIC,
16,Dream Team,musim,,S_A_N_Z,ONIC,
16,Dream Team,musim,,Skylar,ONIC,
16,Dream Team,musim,,Kiboy,ONIC,
16,Week 1 MVP,weekly_mvp,1.0,S_A_N_Z,ONIC,
16,Week 2 MVP,weekly_mvp,2.0,Shogun,BTR,
16,Week 3 MVP,weekly_mvp,3.0,Kairi,ONIC,
16,Week 4 MVP,weekly_mvp,4.0,S_A_N_Z,ONIC,
16,Week 5 MVP,weekly_mvp,5.0,Nnael,BTR,
